************************************************************************************************************************************************

2020-08-16 23:19:40
Starting photon ID training BDT

inFilePath	=	/hdfs/cms/user/wadud/anTGC/BDTdata/mergedSamplesShuffled.root
saveDir		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p02MaxD20/
inTreeName	=	fullEB_Tree
chunksize	=	2000000
logFile		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p02MaxD20//trainWithTune_2020_08_16_23_19_40.log

BDT input features (17) :
['phoE1x3OESCrFull5x5', 'phoE2ndOE3x3Full5x5', 'phoE2ndOESCrFull5x5', 'phoE2ndOEmaxFull5x5', 'phoE2x5OESCrFull5x5', 'phoE5x5OESCrFull5x5', 'phoEmaxOE3x3Full5x5', 'phoEmaxOESCrFull5x5', 'phoEtaWOPhiWFull5x5', 'phoEtaWidth', 'phoPhiWidth', 'phoR9Full5x5', 'phoS4Full5x5', 'phoSieieOSipipFull5x5', 'phoSigmaIEtaIEta', 'phoSigmaIEtaIPhi', 'phoSigmaIPhiIPhi']



Training with params:
{'eval_metric': 'auc', 'sampling_method': 'uniform', 'alpha': 0.01, 'tree_method': 'exact', 'booster': 'gbtree', 'colsample_bytree': 0.5, 'verbosity': 1, 'nthread': -1, 'min_child_weight': 1.8, 'predictor': 'cpu_predictor', 'subsample': 0.5, 'eta': 0.02, 'objective': 'binary:logistic', 'max_depth': 20, 'gamma': 0.05}




Total data:
Total Events	=	2000000 (B/S= 1672280 / 327720 = 5.10)
BackgroundSumW/SignalSumW 	=	118920104.000000 / 962626.812500	=	123.537079
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	118959856.000000 / 962626.812500	=	123.578377

Training data:
Total Events	=	819550 (B/S= 684955 / 134595 = 5.09)
BackgroundSumW/SignalSumW 	=	48728768.000000 / 396644.968750	=	122.852356
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48750264.000000 / 396644.968750	=	122.906548

Validation data:
Total Events	=	579872 (B/S= 485148 / 94724 = 5.12)
BackgroundSumW/SignalSumW 	=	34831516.000000 / 277818.906250	=	125.374893
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34816180.000000 / 277818.906250	=	125.319695

Test data:
Total Events	=	600578 (B/S= 502177 / 98401 = 5.10)
BackgroundSumW/SignalSumW 	=	35359820.000000 / 288163.031250	=	122.707687
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35393416.000000 / 288163.031250	=	122.824280


[0]	train-auc:0.996022	test-auc:0.993524	validation-auc:0.993247
            0.999285, 
            0.999299, 
            0.999317, 
            0.999331, 
            0.999353, 
            0.999373, 
            0.999395, 
            0.999409, 
            0.999438, 
            0.999452, 
            0.999472, 
            0.999487, 
            0.9995, 
            0.999515, 
            0.999529, 
            0.999542, 
            0.999555, 
            0.999572, 
            0.999585, 
            0.999598, 
            0.999614, 
            0.999624, 
            0.999635, 
            0.999651, 
            0.999663, 
            0.999675, 
            0.999684, 
            0.999697, 
            0.999707, 
            0.999716, 
            0.999726, 
            0.999735, 
            0.999742, 
            0.999751, 
            0.999761, 
            0.99977, 
            0.99978, 
            0.999787, 
            0.999794, 
            0.999799, 
            0.999806, 
            0.999813, 
            0.999819, 
            0.999825, 
            0.999831, 
            0.999836, 
            0.999842, 
            0.999848, 
            0.999853, 
            0.999857, 
            0.999862, 
            0.999866, 
            0.999872, 
            0.999876, 
            0.99988, 
            0.999884, 
            0.99989, 
            0.999894, 
            0.999897
        ]
    }
}



Chunk 1 processed!


Total data:
Total Events	=	2000000 (B/S= 1671596 / 328404 = 5.09)
BackgroundSumW/SignalSumW 	=	119429912.000000 / 953133.312500	=	125.302422
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119394792.000000 / 953133.312500	=	125.265572

Training data:
Total Events	=	820407 (B/S= 685194 / 135213 = 5.07)
BackgroundSumW/SignalSumW 	=	48931420.000000 / 395665.343750	=	123.668701
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48915464.000000 / 395665.343750	=	123.628380

Validation data:
Total Events	=	580885 (B/S= 485943 / 94942 = 5.12)
BackgroundSumW/SignalSumW 	=	34736480.000000 / 273824.375000	=	126.856789
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34768452.000000 / 273824.375000	=	126.973549

Test data:
Total Events	=	598708 (B/S= 500459 / 98249 = 5.09)
BackgroundSumW/SignalSumW 	=	35761992.000000 / 283643.437500	=	126.080803
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35710892.000000 / 283643.437500	=	125.900642


[0]	train-auc:0.997815	test-auc:0.997359	validation-auc:0.997411
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.998002	test-auc:0.997368	validation-auc:0.997429
[2]	train-auc:0.998075	test-auc:0.99737	validation-auc:0.997439
[3]	train-auc:0.998154	test-auc:0.997386	validation-auc:0.997445
[4]	train-auc:0.998234	test-auc:0.997382	validation-auc:0.997448
[5]	train-auc:0.998298	test-auc:0.997381	validation-auc:0.997445
[6]	train-auc:0.998379	test-auc:0.997381	validation-auc:0.99745
[7]	train-auc:0.998439	test-auc:0.997389	validation-auc:0.997462
[8]	train-auc:0.998483	test-auc:0.997384	validation-auc:0.997465
[9]	train-auc:0.998521	test-auc:0.997383	validation-auc:0.997467
[10]	train-auc:0.99857	test-auc:0.997401	validation-auc:0.997466
[11]	train-auc:0.998612	test-auc:0.997402	validation-auc:0.997461
[12]	train-auc:0.998649	test-auc:0.997406	validation-auc:0.997462
[13]	train-auc:0.998685	test-auc:0.997406	validation-auc:0.997469
[14]	train-auc:0.998727	test-auc:0.997406	validation-auc:0.997465
[15]	train-auc:0.998772	test-auc:0.997408	validation-auc:0.997463
[16]	train-auc:0.998811	test-auc:0.997409	validation-auc:0.997471
[17]	train-auc:0.998848	test-auc:0.997413	validation-auc:0.997471
[18]	train-auc:0.998882	test-auc:0.997416	validation-auc:0.997468
[19]	train-auc:0.998916	test-auc:0.997423	validation-auc:0.997479
[20]	train-auc:0.99895	test-auc:0.997437	validation-auc:0.997488
[21]	train-auc:0.998978	test-auc:0.997438	validation-auc:0.997492
[22]	train-auc:0.999006	test-auc:0.997438	validation-auc:0.997493
[23]	train-auc:0.999027	test-auc:0.997437	validation-auc:0.99749
[24]	train-auc:0.999051	test-auc:0.997443	validation-auc:0.997494
[25]	train-auc:0.999082	test-auc:0.997446	validation-auc:0.997502
[26]	train-auc:0.999108	test-auc:0.997443	validation-auc:0.997504
[27]	train-auc:0.999132	test-auc:0.99744	validation-auc:0.997506
[28]	train-auc:0.999156	test-auc:0.997456	validation-auc:0.997505
[29]	train-auc:0.999176	test-auc:0.997451	validation-auc:0.997508
[30]	train-auc:0.999195	test-auc:0.997449	validation-auc:0.997502
[31]	train-auc:0.999217	test-auc:0.99745	validation-auc:0.997506
[32]	train-auc:0.999238	test-auc:0.997451	validation-auc:0.99751
[33]	train-auc:0.999259	test-auc:0.997448	validation-auc:0.997509
[34]	train-auc:0.99928	test-auc:0.997447	validation-auc:0.997513
[35]	train-auc:0.9993	test-auc:0.997442	validation-auc:0.997513
[36]	train-auc:0.999316	test-auc:0.997438	validation-auc:0.997509
[37]	train-auc:0.999334	test-auc:0.997441	validation-auc:0.997511
[38]	train-auc:0.999349	test-auc:0.997446	validation-auc:0.997511
[39]	train-auc:0.999367	test-auc:0.997445	validation-auc:0.997516
[40]	train-auc:0.999387	test-auc:0.997444	validation-auc:0.997516
[41]	train-auc:0.999404	test-auc:0.997442	validation-auc:0.997515
[42]	train-auc:0.999419	test-auc:0.997445	validation-auc:0.997518
[43]	train-auc:0.999436	test-auc:0.997448	validation-auc:0.997516
[44]	train-auc:0.999451	test-auc:0.997449	validation-auc:0.997518
[45]	train-auc:0.999465	test-auc:0.99745	validation-auc:0.997517
[46]	train-auc:0.999483	test-auc:0.997455	validation-auc:0.99752
[47]	train-auc:0.999498	test-auc:0.997455	validation-auc:0.997518
[48]	train-auc:0.999513	test-auc:0.997477	validation-auc:0.997517
[49]	train-auc:0.999528	test-auc:0.997476	validation-auc:0.997516
[50]	train-auc:0.999539	test-auc:0.997475	validation-auc:0.997513
[51]	train-auc:0.999553	test-auc:0.997476	validation-auc:0.997511
[52]	train-auc:0.999566	test-auc:0.997483	validation-auc:0.997515
[53]	train-auc:0.999577	test-auc:0.997483	validation-auc:0.997516
[54]	train-auc:0.99959	test-auc:0.997482	validation-auc:0.99752
[55]	train-auc:0.999602	test-auc:0.997478	validation-auc:0.997519
[56]	train-auc:0.999612	test-auc:0.997482	validation-auc:0.997523
[57]	train-auc:0.999622	test-auc:0.997482	validation-auc:0.997523
[58]	train-auc:0.999635	test-auc:0.997485	validation-auc:0.997527
[59]	train-auc:0.999645	test-auc:0.997483	validation-auc:0.997528
[60]	train-auc:0.999659	test-auc:0.997487	validation-auc:0.99753
[61]	train-auc:0.999672	test-auc:0.997486	validation-auc:0.997528
[62]	train-auc:0.999681	test-auc:0.997485	validation-auc:0.997526
[63]	train-auc:0.99969	test-auc:0.997485	validation-auc:0.997525
[64]	train-auc:0.999702	test-auc:0.997492	validation-auc:0.997531
[65]	train-auc:0.999712	test-auc:0.997495	validation-auc:0.997536
[66]	train-auc:0.999723	test-auc:0.997495	validation-auc:0.997537
[67]	train-auc:0.999732	test-auc:0.997496	validation-auc:0.997536
[68]	train-auc:0.99974	test-auc:0.997495	validation-auc:0.997537
[69]	train-auc:0.999751	test-auc:0.997499	validation-auc:0.997541
[70]	train-auc:0.999761	test-auc:0.997498	validation-auc:0.997544
[71]	train-auc:0.999769	test-auc:0.997499	validation-auc:0.997545
[72]	train-auc:0.999779	test-auc:0.997501	validation-auc:0.997546
[73]	train-auc:0.999788	test-auc:0.997502	validation-auc:0.997549
[74]	train-auc:0.999798	test-auc:0.997507	validation-auc:0.997547
[75]	train-auc:0.999807	test-auc:0.997508	validation-auc:0.997546
[76]	train-auc:0.999814	test-auc:0.997509	validation-auc:0.997545
[77]	train-auc:0.99982	test-auc:0.997508	validation-auc:0.997546
[78]	train-auc:0.999825	test-auc:0.997508	validation-auc:0.997547
[79]	train-auc:0.999833	test-auc:0.997506	validation-auc:0.997544
[80]	train-auc:0.999839	test-auc:0.997504	validation-auc:0.997545
[81]	train-auc:0.999845	test-auc:0.997504	validation-auc:0.99755
[82]	train-auc:0.999853	test-auc:0.997506	validation-auc:0.997553
[83]	train-auc:0.999859	test-auc:0.997509	validation-auc:0.997555
[84]	train-auc:0.999866	test-auc:0.997511	validation-auc:0.997556
[85]	train-auc:0.999873	test-auc:0.997515	validation-auc:0.997557
[86]	train-auc:0.999878	test-auc:0.997516	validation-auc:0.997558
[87]	train-auc:0.999883	test-auc:0.997514	validation-auc:0.997557
[88]	train-auc:0.999887	test-auc:0.997512	validation-auc:0.997557
[89]	train-auc:0.999892	test-auc:0.997512	validation-auc:0.997559
[90]	train-auc:0.999897	test-auc:0.997513	validation-auc:0.997564
[91]	train-auc:0.999899	test-auc:0.997511	validation-auc:0.997561
[92]	train-auc:0.999903	test-auc:0.997509	validation-auc:0.997561
[93]	train-auc:0.999907	test-auc:0.997514	validation-auc:0.997565
[94]	train-auc:0.999911	test-auc:0.997514	validation-auc:0.997568
[95]	train-auc:0.999914	test-auc:0.997512	validation-auc:0.997573
[96]	train-auc:0.999918	test-auc:0.997514	validation-auc:0.997569
[97]	train-auc:0.999921	test-auc:0.997516	validation-auc:0.997566
[98]	train-auc:0.999923	test-auc:0.997513	validation-auc:0.997567
[99]	train-auc:0.999926	test-auc:0.997513	validation-auc:0.997564
[100]	train-auc:0.999929	test-auc:0.997513	validation-auc:0.997563
[101]	train-auc:0.999932	test-auc:0.997517	validation-auc:0.997565
[102]	train-auc:0.999934	test-auc:0.997517	validation-auc:0.997567
[103]	train-auc:0.999936	test-auc:0.997517	validation-auc:0.997567
[104]	train-auc:0.999938	test-auc:0.997519	validation-auc:0.997571
[105]	train-auc:0.99994	test-auc:0.997519	validation-auc:0.997572
Stopping. Best iteration:
[95]	train-auc:0.999914	test-auc:0.997512	validation-auc:0.997573


Validation progress:

{
    "test": {
        "auc": [
            0.997359, 
            0.997368, 
            0.99737, 
            0.997386, 
            0.997382, 
            0.997381, 
            0.997381, 
            0.997389, 
            0.997384, 
            0.997383, 
            0.997401, 
            0.997402, 
            0.997406, 
            0.997406, 
            0.997406, 
            0.997408, 
            0.997409, 
            0.997413, 
            0.997416, 
            0.997423, 
            0.997437, 
            0.997438, 
            0.997438, 
            0.997437, 
            0.997443, 
            0.997446, 
            0.997443, 
            0.99744, 
            0.997456, 
            0.997451, 
            0.997449, 
            0.99745, 
            0.997451, 
            0.997448, 
            0.997447, 
            0.997442, 
            0.997438, 
            0.997441, 
            0.997446, 
            0.997445, 
            0.997444, 
            0.997442, 
            0.997445, 
            0.997448, 
            0.997449, 
            0.99745, 
            0.997455, 
            0.997455, 
            0.997477, 
            0.997476, 
            0.997475, 
            0.997476, 
            0.997483, 
            0.997483, 
            0.997482, 
            0.997478, 
            0.997482, 
            0.997482, 
            0.997485, 
            0.997483, 
            0.997487, 
            0.997486, 
            0.997485, 
            0.997485, 
            0.997492, 
            0.997495, 
            0.997495, 
            0.997496, 
            0.997495, 
            0.997499, 
            0.997498, 
            0.997499, 
            0.997501, 
            0.997502, 
            0.997507, 
            0.997508, 
            0.997509, 
            0.997508, 
            0.997508, 
            0.997506, 
            0.997504, 
            0.997504, 
            0.997506, 
            0.997509, 
            0.997511, 
            0.997515, 
            0.997516, 
            0.997514, 
            0.997512, 
            0.997512, 
            0.997513, 
            0.997511, 
            0.997509, 
            0.997514, 
            0.997514, 
            0.997512, 
            0.997514, 
            0.997516, 
            0.997513, 
            0.997513, 
            0.997513, 
            0.997517, 
            0.997517, 
            0.997517, 
            0.997519
        ]
    }, 
    "train": {
        "auc": [
            0.997815, 
            0.998002, 
            0.998075, 
            0.998154, 
            0.998234, 
            0.998298, 
            0.998379, 
            0.998439, 
            0.998483, 
            0.998521, 
            0.99857, 
            0.998612, 
            0.998649, 
            0.998685, 
            0.998727, 
            0.998772, 
            0.998811, 
            0.998848, 
            0.998882, 
            0.998916, 
            0.99895, 
            0.998978, 
            0.999006, 
            0.999027, 
            0.999051, 
            0.999082, 
            0.999108, 
            0.999132, 
            0.999156, 
            0.999176, 
            0.999195, 
            0.999217, 
            0.999238, 
            0.999259, 
            0.99928, 
            0.9993, 
            0.999316, 
            0.999334, 
            0.999349, 
            0.999367, 
            0.999387, 
            0.999404, 
            0.999419, 
            0.999436, 
            0.999451, 
            0.999465, 
            0.999483, 
            0.999498, 
            0.999513, 
            0.999528, 
            0.999539, 
            0.999553, 
            0.999566, 
            0.999577, 
            0.99959, 
            0.999602, 
            0.999612, 
            0.999622, 
            0.999635, 
            0.999645, 
            0.999659, 
            0.999672, 
            0.999681, 
            0.99969, 
            0.999702, 
            0.999712, 
            0.999723, 
            0.999732, 
            0.99974, 
            0.999751, 
            0.999761, 
            0.999769, 
            0.999779, 
            0.999788, 
            0.999798, 
            0.999807, 
            0.999814, 
            0.99982, 
            0.999825, 
            0.999833, 
            0.999839, 
            0.999845, 
            0.999853, 
            0.999859, 
            0.999866, 
            0.999873, 
            0.999878, 
            0.999883, 
            0.999887, 
            0.999892, 
            0.999897, 
            0.999899, 
            0.999903, 
            0.999907, 
            0.999911, 
            0.999914, 
            0.999918, 
            0.999921, 
            0.999923, 
            0.999926, 
            0.999929, 
            0.999932, 
            0.999934, 
            0.999936, 
            0.999938
        ]
    }, 
    "validation": {
        "auc": [
            0.997411, 
            0.997429, 
            0.997439, 
            0.997445, 
            0.997448, 
            0.997445, 
            0.99745, 
            0.997462, 
            0.997465, 
            0.997467, 
            0.997466, 
            0.997461, 
            0.997462, 
            0.997469, 
            0.997465, 
            0.997463, 
            0.997471, 
            0.997471, 
            0.997468, 
            0.997479, 
            0.997488, 
            0.997492, 
            0.997493, 
            0.99749, 
            0.997494, 
            0.997502, 
            0.997504, 
            0.997506, 
            0.997505, 
            0.997508, 
            0.997502, 
            0.997506, 
            0.99751, 
            0.997509, 
            0.997513, 
            0.997513, 
            0.997509, 
            0.997511, 
            0.997511, 
            0.997516, 
            0.997516, 
            0.997515, 
            0.997518, 
            0.997516, 
            0.997518, 
            0.997517, 
            0.99752, 
            0.997518, 
            0.997517, 
            0.997516, 
            0.997513, 
            0.997511, 
            0.997515, 
            0.997516, 
            0.99752, 
            0.997519, 
            0.997523, 
            0.997523, 
            0.997527, 
            0.997528, 
            0.99753, 
            0.997528, 
            0.997526, 
            0.997525, 
            0.997531, 
            0.997536, 
            0.997537, 
            0.997536, 
            0.997537, 
            0.997541, 
            0.997544, 
            0.997545, 
            0.997546, 
            0.997549, 
            0.997547, 
            0.997546, 
            0.997545, 
            0.997546, 
            0.997547, 
            0.997544, 
            0.997545, 
            0.99755, 
            0.997553, 
            0.997555, 
            0.997556, 
            0.997557, 
            0.997558, 
            0.997557, 
            0.997557, 
            0.997559, 
            0.997564, 
            0.997561, 
            0.997561, 
            0.997565, 
            0.997568, 
            0.997573, 
            0.997569, 
            0.997566, 
            0.997567, 
            0.997564, 
            0.997563, 
            0.997565, 
            0.997567, 
            0.997567, 
            0.997571
        ]
    }
}



[0]	train-auc:0.997763	test-auc:0.997376
[1]	train-auc:0.997843	test-auc:0.997363
[2]	train-auc:0.997975	test-auc:0.997373
[3]	train-auc:0.998087	test-auc:0.997377
[4]	train-auc:0.998151	test-auc:0.997375
[5]	train-auc:0.998215	test-auc:0.997389
[6]	train-auc:0.998268	test-auc:0.997397
[7]	train-auc:0.99833	test-auc:0.997407
[8]	train-auc:0.998379	test-auc:0.997412
[9]	train-auc:0.998423	test-auc:0.997414
[10]	train-auc:0.998468	test-auc:0.997414
[11]	train-auc:0.99852	test-auc:0.997412
[12]	train-auc:0.998564	test-auc:0.997416
[13]	train-auc:0.998603	test-auc:0.997419
[14]	train-auc:0.998639	test-auc:0.997418
[15]	train-auc:0.998673	test-auc:0.997417
[16]	train-auc:0.998701	test-auc:0.997423
[17]	train-auc:0.998745	test-auc:0.997432
[18]	train-auc:0.998771	test-auc:0.997435
[19]	train-auc:0.998802	test-auc:0.997436
[20]	train-auc:0.998833	test-auc:0.997434
[21]	train-auc:0.998865	test-auc:0.99744
[22]	train-auc:0.998896	test-auc:0.997439
[23]	train-auc:0.998919	test-auc:0.997443
[24]	train-auc:0.998944	test-auc:0.997441
[25]	train-auc:0.998968	test-auc:0.997441
[26]	train-auc:0.998999	test-auc:0.997447
[27]	train-auc:0.999022	test-auc:0.997453
[28]	train-auc:0.999049	test-auc:0.99745
[29]	train-auc:0.999073	test-auc:0.99745
[30]	train-auc:0.999094	test-auc:0.997449
[31]	train-auc:0.999116	test-auc:0.997452
[32]	train-auc:0.999133	test-auc:0.997458
[33]	train-auc:0.999156	test-auc:0.997455
[34]	train-auc:0.999179	test-auc:0.997456
[35]	train-auc:0.999201	test-auc:0.997462
[36]	train-auc:0.999221	test-auc:0.997465
[37]	train-auc:0.999244	test-auc:0.997472
[38]	train-auc:0.999263	test-auc:0.99747
[39]	train-auc:0.999286	test-auc:0.997475
[40]	train-auc:0.999302	test-auc:0.99748
[41]	train-auc:0.999321	test-auc:0.997484
[42]	train-auc:0.999341	test-auc:0.997488
[43]	train-auc:0.999361	test-auc:0.997483
[44]	train-auc:0.999378	test-auc:0.997484
[45]	train-auc:0.999394	test-auc:0.997483
[46]	train-auc:0.99941	test-auc:0.997485
[47]	train-auc:0.999426	test-auc:0.997481
[48]	train-auc:0.999447	test-auc:0.997484
[49]	train-auc:0.999461	test-auc:0.997486
[50]	train-auc:0.999473	test-auc:0.997487
[51]	train-auc:0.99949	test-auc:0.997487
[52]	train-auc:0.999505	test-auc:0.997485
[53]	train-auc:0.999518	test-auc:0.997483
[54]	train-auc:0.999534	test-auc:0.997488
[55]	train-auc:0.999551	test-auc:0.997491
[56]	train-auc:0.999564	test-auc:0.997489
[57]	train-auc:0.999579	test-auc:0.997487
[58]	train-auc:0.999593	test-auc:0.99749
[59]	train-auc:0.999606	test-auc:0.997489
[60]	train-auc:0.999618	test-auc:0.997491
[61]	train-auc:0.999629	test-auc:0.997494
[62]	train-auc:0.99964	test-auc:0.9975
[63]	train-auc:0.999651	test-auc:0.997502
[64]	train-auc:0.999664	test-auc:0.997507
[65]	train-auc:0.999674	test-auc:0.997508
[66]	train-auc:0.999684	test-auc:0.997508
[67]	train-auc:0.999695	test-auc:0.997511
[68]	train-auc:0.999707	test-auc:0.997511
[69]	train-auc:0.999718	test-auc:0.997512
[70]	train-auc:0.999727	test-auc:0.997511
[71]	train-auc:0.999737	test-auc:0.997511
[72]	train-auc:0.999746	test-auc:0.997513
[73]	train-auc:0.999757	test-auc:0.997514
[74]	train-auc:0.999766	test-auc:0.997515
[75]	train-auc:0.999774	test-auc:0.997512
[76]	train-auc:0.999782	test-auc:0.997513
[77]	train-auc:0.999791	test-auc:0.997511
[78]	train-auc:0.9998	test-auc:0.997514
[79]	train-auc:0.999807	test-auc:0.997512
[80]	train-auc:0.999815	test-auc:0.997514
[81]	train-auc:0.999824	test-auc:0.997516
[82]	train-auc:0.999829	test-auc:0.997518
[83]	train-auc:0.999836	test-auc:0.997518
[84]	train-auc:0.999841	test-auc:0.997517
[85]	train-auc:0.999847	test-auc:0.997515
[86]	train-auc:0.999853	test-auc:0.997513
[87]	train-auc:0.999859	test-auc:0.997513
[88]	train-auc:0.999863	test-auc:0.997515
[89]	train-auc:0.99987	test-auc:0.997519
[90]	train-auc:0.999875	test-auc:0.997522
[91]	train-auc:0.999878	test-auc:0.997521
[92]	train-auc:0.999884	test-auc:0.997529
[93]	train-auc:0.99989	test-auc:0.997532
[94]	train-auc:0.999895	test-auc:0.997538
[95]	train-auc:0.999899	test-auc:0.997538

Post-validation progress:

{
    "test": {
        "auc": [
            0.997376, 
            0.997363, 
            0.997373, 
            0.997377, 
            0.997375, 
            0.997389, 
            0.997397, 
            0.997407, 
            0.997412, 
            0.997414, 
            0.997414, 
            0.997412, 
            0.997416, 
            0.997419, 
            0.997418, 
            0.997417, 
            0.997423, 
            0.997432, 
            0.997435, 
            0.997436, 
            0.997434, 
            0.99744, 
            0.997439, 
            0.997443, 
            0.997441, 
            0.997441, 
            0.997447, 
            0.997453, 
            0.99745, 
            0.99745, 
            0.997449, 
            0.997452, 
            0.997458, 
            0.997455, 
            0.997456, 
            0.997462, 
            0.997465, 
            0.997472, 
            0.99747, 
            0.997475, 
            0.99748, 
            0.997484, 
            0.997488, 
            0.997483, 
            0.997484, 
            0.997483, 
            0.997485, 
            0.997481, 
            0.997484, 
            0.997486, 
            0.997487, 
            0.997487, 
            0.997485, 
            0.997483, 
            0.997488, 
            0.997491, 
            0.997489, 
            0.997487, 
            0.99749, 
            0.997489, 
            0.997491, 
            0.997494, 
            0.9975, 
            0.997502, 
            0.997507, 
            0.997508, 
            0.997508, 
            0.997511, 
            0.997511, 
            0.997512, 
            0.997511, 
            0.997511, 
            0.997513, 
            0.997514, 
            0.997515, 
            0.997512, 
            0.997513, 
            0.997511, 
            0.997514, 
            0.997512, 
            0.997514, 
            0.997516, 
            0.997518, 
            0.997518, 
            0.997517, 
            0.997515, 
            0.997513, 
            0.997513, 
            0.997515, 
            0.997519, 
            0.997522, 
            0.997521, 
            0.997529, 
            0.997532, 
            0.997538, 
            0.997538
        ]
    }, 
    "train": {
        "auc": [
            0.997763, 
            0.997843, 
            0.997975, 
            0.998087, 
            0.998151, 
            0.998215, 
            0.998268, 
            0.99833, 
            0.998379, 
            0.998423, 
            0.998468, 
            0.99852, 
            0.998564, 
            0.998603, 
            0.998639, 
            0.998673, 
            0.998701, 
            0.998745, 
            0.998771, 
            0.998802, 
            0.998833, 
            0.998865, 
            0.998896, 
            0.998919, 
            0.998944, 
            0.998968, 
            0.998999, 
            0.999022, 
            0.999049, 
            0.999073, 
            0.999094, 
            0.999116, 
            0.999133, 
            0.999156, 
            0.999179, 
            0.999201, 
            0.999221, 
            0.999244, 
            0.999263, 
            0.999286, 
            0.999302, 
            0.999321, 
            0.999341, 
            0.999361, 
            0.999378, 
            0.999394, 
            0.99941, 
            0.999426, 
            0.999447, 
            0.999461, 
            0.999473, 
            0.99949, 
            0.999505, 
            0.999518, 
            0.999534, 
            0.999551, 
            0.999564, 
            0.999579, 
            0.999593, 
            0.999606, 
            0.999618, 
            0.999629, 
            0.99964, 
            0.999651, 
            0.999664, 
            0.999674, 
            0.999684, 
            0.999695, 
            0.999707, 
            0.999718, 
            0.999727, 
            0.999737, 
            0.999746, 
            0.999757, 
            0.999766, 
            0.999774, 
            0.999782, 
            0.999791, 
            0.9998, 
            0.999807, 
            0.999815, 
            0.999824, 
            0.999829, 
            0.999836, 
            0.999841, 
            0.999847, 
            0.999853, 
            0.999859, 
            0.999863, 
            0.99987, 
            0.999875, 
            0.999878, 
            0.999884, 
            0.99989, 
            0.999895, 
            0.999899
        ]
    }
}



Chunk 2 processed!


Total data:
Total Events	=	2000000 (B/S= 1671417 / 328583 = 5.09)
BackgroundSumW/SignalSumW 	=	119300864.000000 / 955788.187500	=	124.819351
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119313904.000000 / 955788.187500	=	124.833000

Training data:
Total Events	=	819813 (B/S= 685184 / 134629 = 5.09)
BackgroundSumW/SignalSumW 	=	48727980.000000 / 390602.000000	=	124.750977
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48767740.000000 / 390602.000000	=	124.852768

Validation data:
Total Events	=	580850 (B/S= 485366 / 95484 = 5.08)
BackgroundSumW/SignalSumW 	=	34464016.000000 / 281335.500000	=	122.501480
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34450308.000000 / 281335.500000	=	122.452759

Test data:
Total Events	=	599337 (B/S= 500867 / 98470 = 5.09)
BackgroundSumW/SignalSumW 	=	36108880.000000 / 283850.562500	=	127.210884
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	36095796.000000 / 283850.562500	=	127.164787


[0]	train-auc:0.998067	test-auc:0.997966	validation-auc:0.997843
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.998285	test-auc:0.997966	validation-auc:0.997849
[2]	train-auc:0.998349	test-auc:0.997968	validation-auc:0.997848
[3]	train-auc:0.998414	test-auc:0.997976	validation-auc:0.997857
[4]	train-auc:0.99847	test-auc:0.997976	validation-auc:0.997859
[5]	train-auc:0.998545	test-auc:0.997976	validation-auc:0.997857
[6]	train-auc:0.998599	test-auc:0.997981	validation-auc:0.997858
[7]	train-auc:0.998636	test-auc:0.997988	validation-auc:0.997858
[8]	train-auc:0.99868	test-auc:0.998	validation-auc:0.997854
[9]	train-auc:0.998722	test-auc:0.998001	validation-auc:0.997851
[10]	train-auc:0.998762	test-auc:0.998003	validation-auc:0.997856
[11]	train-auc:0.998796	test-auc:0.997997	validation-auc:0.997855
[12]	train-auc:0.998831	test-auc:0.998001	validation-auc:0.997854
[13]	train-auc:0.998858	test-auc:0.998008	validation-auc:0.997853
[14]	train-auc:0.998888	test-auc:0.998004	validation-auc:0.997853
Stopping. Best iteration:
[4]	train-auc:0.99847	test-auc:0.997976	validation-auc:0.997859


Validation progress:

{
    "test": {
        "auc": [
            0.997966, 
            0.997966, 
            0.997968, 
            0.997976, 
            0.997976, 
            0.997976, 
            0.997981, 
            0.997988, 
            0.998, 
            0.998001, 
            0.998003, 
            0.997997, 
            0.998001, 
            0.998008
        ]
    }, 
    "train": {
        "auc": [
            0.998067, 
            0.998285, 
            0.998349, 
            0.998414, 
            0.99847, 
            0.998545, 
            0.998599, 
            0.998636, 
