************************************************************************************************************************************************

2020-08-16 23:15:47
Starting photon ID training BDT

inFilePath	=	/hdfs/cms/user/wadud/anTGC/BDTdata/mergedSamplesShuffled.root
saveDir		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1/
inTreeName	=	fullEB_Tree
chunksize	=	2000000
logFile		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1//trainWithTune_2020_08_16_23_15_47.log

BDT input features (17) :
['phoE1x3OESCrFull5x5', 'phoE2ndOE3x3Full5x5', 'phoE2ndOESCrFull5x5', 'phoE2ndOEmaxFull5x5', 'phoE2x5OESCrFull5x5', 'phoE5x5OESCrFull5x5', 'phoEmaxOE3x3Full5x5', 'phoEmaxOESCrFull5x5', 'phoEtaWOPhiWFull5x5', 'phoEtaWidth', 'phoPhiWidth', 'phoR9Full5x5', 'phoS4Full5x5', 'phoSieieOSipipFull5x5', 'phoSigmaIEtaIEta', 'phoSigmaIEtaIPhi', 'phoSigmaIPhiIPhi']



Training with params:
{'eval_metric': 'auc', 'sampling_method': 'uniform', 'alpha': 0.01, 'tree_method': 'exact', 'booster': 'gbtree', 'colsample_bytree': 0.5, 'verbosity': 1, 'nthread': -1, 'min_child_weight': 1.8, 'predictor': 'cpu_predictor', 'subsample': 0.5, 'eta': 0.1, 'objective': 'binary:logistic', 'max_depth': 22, 'gamma': 0.05}




Total data:
Total Events	=	2000000 (B/S= 1672280 / 327720 = 5.10)
BackgroundSumW/SignalSumW 	=	118920104.000000 / 962626.812500	=	123.537079
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	118959856.000000 / 962626.812500	=	123.578377

Training data:
Total Events	=	819550 (B/S= 684955 / 134595 = 5.09)
BackgroundSumW/SignalSumW 	=	48728768.000000 / 396644.968750	=	122.852356
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48750264.000000 / 396644.968750	=	122.906548

Validation data:
Total Events	=	579872 (B/S= 485148 / 94724 = 5.12)
BackgroundSumW/SignalSumW 	=	34831516.000000 / 277818.906250	=	125.374893
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34816180.000000 / 277818.906250	=	125.319695

Test data:
Total Events	=	600578 (B/S= 502177 / 98401 = 5.10)
BackgroundSumW/SignalSumW 	=	35359820.000000 / 288163.031250	=	122.707687
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35393416.000000 / 288163.031250	=	122.824280


[0]	train-auc:0.996117	test-auc:0.993527	validation-auc:0.993337
[85]	train-auc:0.987314	test-auc:0.965456	validation-auc:0.967326
[86]	train-auc:0.987494	test-auc:0.965518	validation-auc:0.967396
[87]	train-auc:0.987665	test-auc:0.965481	validation-auc:0.967279
[88]	train-auc:0.987835	test-auc:0.96563	validation-auc:0.967482
[89]	train-auc:0.987972	test-auc:0.965648	validation-auc:0.967624
[90]	train-auc:0.988058	test-auc:0.965754	validation-auc:0.967715
[91]	train-auc:0.988175	test-auc:0.965767	validation-auc:0.967568
[92]	train-auc:0.98836	test-auc:0.965919	validation-auc:0.967769
[93]	train-auc:0.98847	test-auc:0.965954	validation-auc:0.96783
[94]	train-auc:0.98854	test-auc:0.965999	validation-auc:0.96787
[95]	train-auc:0.988685	test-auc:0.966123	validation-auc:0.967991
[96]	train-auc:0.98891	test-auc:0.966267	validation-auc:0.968103
[97]	train-auc:0.989042	test-auc:0.966394	validation-auc:0.9681
[98]	train-auc:0.989147	test-auc:0.966436	validation-auc:0.968297
[99]	train-auc:0.989159	test-auc:0.966316	validation-auc:0.968224
[100]	train-auc:0.989247	test-auc:0.96644	validation-auc:0.96841
[101]	train-auc:0.989344	test-auc:0.966433	validation-auc:0.968404
[102]	train-auc:0.989436	test-auc:0.966331	validation-auc:0.968451
[103]	train-auc:0.989515	test-auc:0.966377	validation-auc:0.968434
[104]	train-auc:0.989693	test-auc:0.966514	validation-auc:0.968644
[105]	train-auc:0.989768	test-auc:0.966518	validation-auc:0.96855
[106]	train-auc:0.989882	test-auc:0.966547	validation-auc:0.968575
[107]	train-auc:0.989946	test-auc:0.966522	validation-auc:0.968553
[108]	train-auc:0.990018	test-auc:0.966569	validation-auc:0.968607
[109]	train-auc:0.990149	test-auc:0.966745	validation-auc:0.968728
[110]	train-auc:0.990259	test-auc:0.966875	validation-auc:0.968783
[111]	train-auc:0.990378	test-auc:0.966772	validation-auc:0.968848
[112]	train-auc:0.990484	test-auc:0.966837	validation-auc:0.968947
[113]	train-auc:0.990571	test-auc:0.966875	validation-auc:0.968975
[114]	train-auc:0.990665	test-auc:0.966995	validation-auc:0.969004
[115]	train-auc:0.990731	test-auc:0.966913	validation-auc:0.968975
[116]	train-auc:0.990807	test-auc:0.966989	validation-auc:0.969011
[117]	train-auc:0.990911	test-auc:0.96707	validation-auc:0.969072
[118]	train-auc:0.99105	test-auc:0.967269	validation-auc:0.969259
[119]	train-auc:0.991097	test-auc:0.967228	validation-auc:0.969298
[120]	train-auc:0.991175	test-auc:0.967258	validation-auc:0.969421
[121]	train-auc:0.991272	test-auc:0.967305	validation-auc:0.969417
[122]	train-auc:0.991306	test-auc:0.967169	validation-auc:0.969411
[123]	train-auc:0.991366	test-auc:0.967329	validation-auc:0.969588
[124]	train-auc:0.991392	test-auc:0.967298	validation-auc:0.969618
[125]	train-auc:0.991481	test-auc:0.967297	validation-auc:0.969658
[126]	train-auc:0.991594	test-auc:0.967434	validation-auc:0.969885
[127]	train-auc:0.991652	test-auc:0.967458	validation-auc:0.969893
[128]	train-auc:0.991771	test-auc:0.967549	validation-auc:0.969958
[129]	train-auc:0.991812	test-auc:0.967548	validation-auc:0.969959
[130]	train-auc:0.991876	test-auc:0.967498	validation-auc:0.969812
[131]	train-auc:0.991927	test-auc:0.967607	validation-auc:0.96981
[132]	train-auc:0.992029	test-auc:0.967743	validation-auc:0.969978
[133]	train-auc:0.992053	test-auc:0.967693	validation-auc:0.969915
[134]	train-auc:0.992119	test-auc:0.967701	validation-auc:0.969899
[135]	train-auc:0.99214	test-auc:0.967749	validation-auc:0.969931
[136]	train-auc:0.992202	test-auc:0.967717	validation-auc:0.969934
[137]	train-auc:0.992284	test-auc:0.967703	validation-auc:0.969947
[138]	train-auc:0.992327	test-auc:0.967757	validation-auc:0.969986
[139]	train-auc:0.992362	test-auc:0.967856	validation-auc:0.969984
[140]	train-auc:0.992429	test-auc:0.967912	validation-auc:0.969973
[141]	train-auc:0.9925	test-auc:0.967914	validation-auc:0.96985
[142]	train-auc:0.992555	test-auc:0.967994	validation-auc:0.96992
[143]	train-auc:0.992613	test-auc:0.96801	validation-auc:0.969992
[144]	train-auc:0.992686	test-auc:0.968194	validation-auc:0.970013
[145]	train-auc:0.992757	test-auc:0.968341	validation-auc:0.97015
[146]	train-auc:0.992809	test-auc:0.968294	validation-auc:0.970066
[147]	train-auc:0.992855	test-auc:0.96834	validation-auc:0.970078
[148]	train-auc:0.992902	test-auc:0.968322	validation-auc:0.970056
[149]	train-auc:0.992989	test-auc:0.96841	validation-auc:0.970142
[150]	train-auc:0.993045	test-auc:0.968481	validation-auc:0.970251
[151]	train-auc:0.993121	test-auc:0.968529	validation-auc:0.970253
[152]	train-auc:0.993154	test-auc:0.968517	validation-auc:0.97024
[153]	train-auc:0.993213	test-auc:0.968589	validation-auc:0.97029
[154]	train-auc:0.993263	test-auc:0.968609	validation-auc:0.970219
[155]	train-auc:0.993324	test-auc:0.968598	validation-auc:0.970157
[156]	train-auc:0.993386	test-auc:0.968589	validation-auc:0.970145
[157]	train-auc:0.993436	test-auc:0.96846	validation-auc:0.970064
[158]	train-auc:0.993467	test-auc:0.968366	validation-auc:0.969925
[159]	train-auc:0.993523	test-auc:0.968487	validation-auc:0.970013
[160]	train-auc:0.993572	test-auc:0.968536	validation-auc:0.970022
[161]	train-auc:0.993642	test-auc:0.968635	validation-auc:0.970071
[162]	train-auc:0.993651	test-auc:0.968561	validation-auc:0.970023
[163]	train-auc:0.993673	test-auc:0.968444	validation-auc:0.969927
Stopping. Best iteration:
[153]	train-auc:0.993213	test-auc:0.968589	validation-auc:0.97029


Validation progress:

{
    "test": {
        "auc": [
            0.913599, 
            0.928329, 
            0.930661, 
            0.927211, 
            0.926771, 
            0.924425, 
            0.927449, 
            0.931656, 
            0.934513, 
            0.931973, 
            0.936187, 
            0.938549, 
            0.940625, 
            0.941343, 
            0.942197, 
            0.942362, 
            0.944021, 
            0.945178, 
            0.945728, 
            0.946622, 
            0.947749, 
            0.948766, 
            0.949618, 
            0.950406, 
            0.949902, 
            0.950564, 
            0.952121, 
            0.952908, 
            0.953869, 
            0.954097, 
            0.954443, 
            0.956048, 
            0.9543, 
            0.954434, 
            0.955738, 
            0.956392, 
            0.957143, 
            0.957759, 
            0.957688, 
            0.957455, 
            0.957963, 
            0.956989, 
            0.957789, 
            0.958399, 
            0.958735, 
            0.959309, 
            0.960061, 
            0.960142, 
            0.960973, 
            0.952486, 
            0.954036, 
            0.95479, 
            0.955424, 
            0.955895, 
            0.956719, 
            0.957381, 
            0.958823, 
            0.959377, 
            0.960736, 
            0.961159, 
            0.961301, 
            0.961651, 
            0.961634, 
            0.961748, 
            0.961941, 
            0.961734, 
            0.961777, 
            0.962561, 
            0.963033, 
            0.963353, 
            0.962985, 
            0.96299, 
            0.963116, 
            0.963461, 
            0.964001, 
            0.964128, 
            0.964211, 
            0.96437, 
            0.964558, 
            0.964856, 
            0.964866, 
            0.965152, 
            0.965263, 
            0.965528, 
            0.965419, 
            0.965456, 
            0.965518, 
            0.965481, 
            0.96563, 
            0.965648, 
            0.965754, 
            0.965767, 
            0.965919, 
            0.965954, 
            0.965999, 
            0.966123, 
            0.966267, 
            0.966394, 
            0.966436, 
            0.966316, 
            0.96644, 
            0.966433, 
            0.966331, 
            0.966377, 
            0.966514, 
            0.966518, 
            0.966547, 
            0.966522, 
            0.966569, 
            0.966745, 
            0.966875, 
            0.966772, 
            0.966837, 
            0.966875, 
            0.966995, 
            0.966913, 
            0.966989, 
            0.96707, 
            0.967269, 
            0.967228, 
            0.967258, 
            0.967305, 
            0.967169, 
            0.967329, 
            0.967298, 
            0.967297, 
            0.967434, 
            0.967458, 
            0.967549, 
            0.967548, 
            0.967498, 
            0.967607, 
            0.967743, 
            0.967693, 
            0.967701, 
            0.967749, 
            0.967717, 
            0.967703, 
            0.967757, 
            0.967856, 
            0.967912, 
            0.967914, 
            0.967994, 
            0.96801, 
            0.968194, 
            0.968341, 
            0.968294, 
            0.96834, 
            0.968322, 
            0.96841, 
            0.968481, 
            0.968529, 
            0.968517, 
            0.968589, 
            0.968609, 
            0.968598, 
            0.968589, 
            0.96846, 
            0.968366, 
            0.968487, 
            0.968536, 
            0.968635, 
            0.968561
        ]
    }, 
    "train": {
        "auc": [
            0.918899, 
            0.935267, 
            0.938703, 
            0.935244, 
            0.934479, 
            0.933911, 
            0.937354, 
            0.941721, 
            0.944831, 
            0.94197, 
            0.94634, 
            0.949037, 
            0.951465, 
            0.953155, 
            0.954434, 
            0.954949, 
            0.956184, 
            0.95744, 
            0.958203, 
            0.959637, 
            0.961117, 
            0.962569, 
            0.963636, 
            0.964735, 
            0.965231, 
            0.966238, 
            0.96743, 
            0.968203, 
            0.96913, 
            0.969695, 
            0.970547, 
            0.972075, 
            0.970588, 
            0.970854, 
            0.97198, 
            0.972788, 
            0.973664, 
            0.974192, 
            0.974338, 
            0.974377, 
            0.975189, 
            0.974177, 
            0.97494, 
            0.976062, 
            0.976537, 
            0.977097, 
            0.977853, 
            0.977909, 
            0.978689, 
            0.970637, 
            0.972573, 
            0.973433, 
            0.974167, 
            0.974912, 
            0.975858, 
            0.976517, 
            0.978403, 
            0.979176, 
            0.980575, 
            0.981004, 
            0.981218, 
            0.981655, 
            0.981847, 
            0.982138, 
            0.982367, 
            0.982691, 
            0.982873, 
            0.98385, 
            0.984229, 
            0.984522, 
            0.984057, 
            0.984296, 
            0.984497, 
            0.984826, 
            0.9852, 
            0.985461, 
            0.985683, 
            0.985816, 
            0.98605, 
            0.986412, 
            0.986498, 
            0.986788, 
            0.986943, 
            0.987247, 
            0.98729, 
            0.987314, 
            0.987494, 
            0.987665, 
            0.987835, 
            0.987972, 
            0.988058, 
            0.988175, 
            0.98836, 
            0.98847, 
            0.98854, 
            0.988685, 
            0.98891, 
            0.989042, 
            0.989147, 
            0.989159, 
            0.989247, 
            0.989344, 
            0.989436, 
            0.989515, 
            0.989693, 
            0.989768, 
            0.989882, 
            0.989946, 
            0.990018, 
            0.990149, 
            0.990259, 
            0.990378, 
            0.990484, 
            0.990571, 
            0.990665, 
            0.990731, 
            0.990807, 
            0.990911, 
            0.99105, 
            0.991097, 
            0.991175, 
            0.991272, 
            0.991306, 
            0.991366, 
            0.991392, 
            0.991481, 
            0.991594, 
            0.991652, 
            0.991771, 
            0.991812, 
            0.991876, 
            0.991927, 
            0.992029, 
            0.992053, 
            0.992119, 
            0.99214, 
            0.992202, 
            0.992284, 
            0.992327, 
            0.992362, 
            0.992429, 
            0.9925, 
            0.992555, 
            0.992613, 
            0.992686, 
            0.992757, 
            0.992809, 
            0.992855, 
            0.992902, 
            0.992989, 
            0.993045, 
            0.993121, 
            0.993154, 
            0.993213, 
            0.993263, 
            0.993324, 
            0.993386, 
            0.993436, 
            0.993467, 
            0.993523, 
            0.993572, 
            0.993642, 
            0.993651
        ]
    }, 
    "validation": {
        "auc": [
            0.914645, 
            0.929918, 
            0.933399, 
            0.930177, 
            0.927047, 
            0.926148, 
            0.929323, 
            0.932841, 
            0.935547, 
            0.933596, 
            0.937166, 
            0.939043, 
            0.94115, 
            0.941813, 
            0.943269, 
            0.943793, 
            0.945747, 
            0.946801, 
            0.946889, 
            0.94806, 
            0.949811, 
            0.950988, 
            0.951835, 
            0.952446, 
            0.952142, 
            0.953024, 
            0.953896, 
            0.954703, 
            0.955743, 
            0.956136, 
            0.956712, 
            0.958235, 
            0.956119, 
            0.956185, 
            0.957219, 
            0.9579, 
            0.958433, 
            0.95897, 
            0.959019, 
            0.958855, 
            0.959487, 
            0.958566, 
            0.959135, 
            0.959724, 
            0.959921, 
            0.960438, 
            0.961082, 
            0.961281, 
            0.96229, 
            0.95397, 
            0.955512, 
            0.956439, 
            0.957131, 
            0.957829, 
            0.958526, 
            0.959191, 
            0.960971, 
            0.961378, 
            0.96239, 
            0.962805, 
            0.96291, 
            0.963393, 
            0.96341, 
            0.963747, 
            0.964028, 
            0.963838, 
            0.964007, 
            0.964773, 
            0.964982, 
            0.965229, 
            0.964778, 
            0.964718, 
            0.965108, 
            0.965391, 
            0.965921, 
            0.966121, 
            0.966084, 
            0.966221, 
            0.966306, 
            0.9665, 
            0.966629, 
            0.966996, 
            0.967069, 
            0.967272, 
            0.967334, 
            0.967326, 
            0.967396, 
            0.967279, 
            0.967482, 
            0.967624, 
            0.967715, 
            0.967568, 
            0.967769, 
            0.96783, 
            0.96787, 
            0.967991, 
            0.968103, 
            0.9681, 
            0.968297, 
            0.968224, 
            0.96841, 
            0.968404, 
            0.968451, 
            0.968434, 
            0.968644, 
            0.96855, 
            0.968575, 
            0.968553, 
            0.968607, 
            0.968728, 
            0.968783, 
            0.968848, 
            0.968947, 
            0.968975, 
            0.969004, 
            0.968975, 
            0.969011, 
            0.969072, 
            0.969259, 
            0.969298, 
            0.969421, 
            0.969417, 
            0.969411, 
            0.969588, 
            0.969618, 
            0.969658, 
            0.969885, 
            0.969893, 
            0.969958, 
            0.969959, 
            0.969812, 
            0.96981, 
            0.969978, 
            0.969915, 
            0.969899, 
            0.969931, 
            0.969934, 
            0.969947, 
            0.969986, 
            0.969984, 
            0.969973, 
            0.96985, 
            0.96992, 
            0.969992, 
            0.970013, 
            0.97015, 
            0.970066, 
            0.970078, 
            0.970056, 
            0.970142, 
            0.970251, 
            0.970253, 
            0.97024, 
            0.97029, 
            0.970219, 
            0.970157, 
            0.970145, 
            0.970064, 
            0.969925, 
            0.970013, 
            0.970022, 
            0.970071, 
            0.970023
        ]
    }
}



[0]	train-auc:0.964436	test-auc:0.962873
[1]	train-auc:0.949179	test-auc:0.945456
[2]	train-auc:0.941948	test-auc:0.938085
[3]	train-auc:0.941185	test-auc:0.937913
[4]	train-auc:0.938418	test-auc:0.934616
[5]	train-auc:0.93467	test-auc:0.929887
[6]	train-auc:0.941965	test-auc:0.936203
[7]	train-auc:0.947373	test-auc:0.94049
[8]	train-auc:0.953406	test-auc:0.94596
[9]	train-auc:0.95549	test-auc:0.94791
[10]	train-auc:0.958881	test-auc:0.951237
[11]	train-auc:0.961131	test-auc:0.953257
[12]	train-auc:0.962146	test-auc:0.954627
[13]	train-auc:0.961313	test-auc:0.95257
[14]	train-auc:0.962535	test-auc:0.95342
[15]	train-auc:0.964332	test-auc:0.955171
[16]	train-auc:0.965786	test-auc:0.956624
[17]	train-auc:0.966395	test-auc:0.957245
[18]	train-auc:0.967444	test-auc:0.957501
[19]	train-auc:0.969352	test-auc:0.958988
[20]	train-auc:0.970479	test-auc:0.959457
[21]	train-auc:0.971277	test-auc:0.960066
[22]	train-auc:0.971049	test-auc:0.959822
[23]	train-auc:0.968014	test-auc:0.956561
[24]	train-auc:0.969164	test-auc:0.957537
[25]	train-auc:0.970156	test-auc:0.958398
[26]	train-auc:0.971527	test-auc:0.959977
[27]	train-auc:0.971772	test-auc:0.96051
[28]	train-auc:0.972702	test-auc:0.961377
[29]	train-auc:0.973561	test-auc:0.961834
[30]	train-auc:0.973933	test-auc:0.961983
[31]	train-auc:0.974129	test-auc:0.961972
[32]	train-auc:0.974728	test-auc:0.962373
[33]	train-auc:0.975403	test-auc:0.962984
[34]	train-auc:0.975836	test-auc:0.963091
[35]	train-auc:0.976187	test-auc:0.963422
[36]	train-auc:0.976589	test-auc:0.963862
[37]	train-auc:0.977171	test-auc:0.964112
[38]	train-auc:0.977631	test-auc:0.964483
[39]	train-auc:0.978286	test-auc:0.964953
[40]	train-auc:0.978807	test-auc:0.965407
[41]	train-auc:0.979393	test-auc:0.965517
[42]	train-auc:0.979806	test-auc:0.965717
[43]	train-auc:0.980099	test-auc:0.965992
[44]	train-auc:0.980246	test-auc:0.965933
[45]	train-auc:0.980685	test-auc:0.966285
[46]	train-auc:0.980832	test-auc:0.966285
[47]	train-auc:0.981213	test-auc:0.966518
[48]	train-auc:0.981772	test-auc:0.966923
[49]	train-auc:0.982045	test-auc:0.967014
[50]	train-auc:0.982413	test-auc:0.967177
[51]	train-auc:0.982625	test-auc:0.967384
[52]	train-auc:0.98288	test-auc:0.967538
[53]	train-auc:0.983274	test-auc:0.967841
[54]	train-auc:0.983546	test-auc:0.967929
[55]	train-auc:0.983948	test-auc:0.968206
[56]	train-auc:0.984097	test-auc:0.968107
[57]	train-auc:0.981216	test-auc:0.964687
[58]	train-auc:0.982009	test-auc:0.965387
[59]	train-auc:0.983104	test-auc:0.966359
[60]	train-auc:0.983351	test-auc:0.966423
[61]	train-auc:0.983763	test-auc:0.966807
[62]	train-auc:0.984337	test-auc:0.967191
[63]	train-auc:0.984636	test-auc:0.967483
[64]	train-auc:0.984935	test-auc:0.967761
[65]	train-auc:0.985095	test-auc:0.967832
[66]	train-auc:0.985506	test-auc:0.968171
[67]	train-auc:0.985778	test-auc:0.968366
[68]	train-auc:0.985978	test-auc:0.968529
[69]	train-auc:0.986249	test-auc:0.968544
[70]	train-auc:0.986552	test-auc:0.968826
[71]	train-auc:0.986865	test-auc:0.969124
[72]	train-auc:0.987013	test-auc:0.96927
[73]	train-auc:0.987211	test-auc:0.969426
[74]	train-auc:0.987367	test-auc:0.969443
[75]	train-auc:0.987484	test-auc:0.969559
[76]	train-auc:0.98761	test-auc:0.969664
[77]	train-auc:0.987836	test-auc:0.969887
[78]	train-auc:0.988099	test-auc:0.970147
[79]	train-auc:0.988319	test-auc:0.970323
[80]	train-auc:0.988517	test-auc:0.970478
[81]	train-auc:0.988754	test-auc:0.970705
[82]	train-auc:0.988863	test-auc:0.970589
[83]	train-auc:0.9889	test-auc:0.970522
[84]	train-auc:0.98906	test-auc:0.970634
[85]	train-auc:0.98918	test-auc:0.970691
[86]	train-auc:0.989376	test-auc:0.970949
[87]	train-auc:0.98958	test-auc:0.97115
[88]	train-auc:0.989766	test-auc:0.971194
[89]	train-auc:0.989924	test-auc:0.971336
[90]	train-auc:0.989962	test-auc:0.971134
[91]	train-auc:0.990133	test-auc:0.971165
[92]	train-auc:0.990297	test-auc:0.971257
[93]	train-auc:0.990448	test-auc:0.97135
[94]	train-auc:0.990512	test-auc:0.971342
[95]	train-auc:0.990615	test-auc:0.971264
[96]	train-auc:0.990707	test-auc:0.971126
[97]	train-auc:0.990786	test-auc:0.971127
[98]	train-auc:0.990884	test-auc:0.971232
[99]	train-auc:0.991003	test-auc:0.971341
[100]	train-auc:0.991065	test-auc:0.971345
[101]	train-auc:0.991149	test-auc:0.971343
[102]	train-auc:0.991276	test-auc:0.971485
[103]	train-auc:0.9914	test-auc:0.971659
[104]	train-auc:0.991479	test-auc:0.971549
[105]	train-auc:0.991579	test-auc:0.971647
[106]	train-auc:0.991677	test-auc:0.971644
[107]	train-auc:0.991753	test-auc:0.971561
[108]	train-auc:0.991838	test-auc:0.971586
[109]	train-auc:0.991952	test-auc:0.971662
[110]	train-auc:0.992045	test-auc:0.971655
[111]	train-auc:0.992118	test-auc:0.971674
[112]	train-auc:0.992178	test-auc:0.97165
[113]	train-auc:0.992252	test-auc:0.971658
[114]	train-auc:0.992338	test-auc:0.971667
[115]	train-auc:0.992427	test-auc:0.971653
[116]	train-auc:0.992485	test-auc:0.971711
[117]	train-auc:0.992555	test-auc:0.971775
[118]	train-auc:0.99262	test-auc:0.971802
[119]	train-auc:0.992692	test-auc:0.971918
[120]	train-auc:0.992757	test-auc:0.97191
[121]	train-auc:0.99285	test-auc:0.971977
[122]	train-auc:0.992967	test-auc:0.972007
[123]	train-auc:0.992993	test-auc:0.971998
[124]	train-auc:0.993044	test-auc:0.971897
[125]	train-auc:0.99306	test-auc:0.971798
[126]	train-auc:0.9931	test-auc:0.971748
[127]	train-auc:0.993203	test-auc:0.971914
[128]	train-auc:0.993271	test-auc:0.971917
[129]	train-auc:0.993316	test-auc:0.971951
[130]	train-auc:0.993385	test-auc:0.972086
[131]	train-auc:0.993425	test-auc:0.972097
[132]	train-auc:0.993488	test-auc:0.972159
[133]	train-auc:0.993521	test-auc:0.972164
[134]	train-auc:0.99359	test-auc:0.972122
[135]	train-auc:0.993674	test-auc:0.972186
[136]	train-auc:0.993736	test-auc:0.972184
[137]	train-auc:0.99378	test-auc:0.972188
[138]	train-auc:0.993849	test-auc:0.972132
[139]	train-auc:0.993904	test-auc:0.972048
[140]	train-auc:0.99398	test-auc:0.972053
[141]	train-auc:0.994027	test-auc:0.971957
[142]	train-auc:0.994095	test-auc:0.972008
[143]	train-auc:0.994186	test-auc:0.972031
[144]	train-auc:0.994242	test-auc:0.97204
[145]	train-auc:0.994299	test-auc:0.972039
[146]	train-auc:0.99435	test-auc:0.972097
[147]	train-auc:0.994392	test-auc:0.972088
[148]	train-auc:0.99445	test-auc:0.972123
[149]	train-auc:0.994498	test-auc:0.97215
[150]	train-auc:0.994538	test-auc:0.972214
[151]	train-auc:0.994601	test-auc:0.97227
[152]	train-auc:0.994652	test-auc:0.972286
[153]	train-auc:0.994701	test-auc:0.972218

Post-validation progress:

{
    "test": {
        "auc": [
            0.962873, 
            0.945456, 
            0.938085, 
            0.937913, 
            0.934616, 
            0.929887, 
            0.936203, 
            0.94049, 
            0.94596, 
            0.94791, 
            0.951237, 
            0.953257, 
            0.954627, 
            0.95257, 
            0.95342, 
            0.955171, 
            0.956624, 
            0.957245, 
            0.957501, 
            0.958988, 
            0.959457, 
            0.960066, 
            0.959822, 
            0.956561, 
            0.957537, 
            0.958398, 
            0.959977, 
            0.96051, 
            0.961377, 
            0.961834, 
            0.961983, 
            0.961972, 
            0.962373, 
            0.962984, 
            0.963091, 
            0.963422, 
            0.963862, 
            0.964112, 
            0.964483, 
            0.964953, 
            0.965407, 
            0.965517, 
            0.965717, 
            0.965992, 
            0.965933, 
            0.966285, 
            0.966285, 
            0.966518, 
            0.966923, 
            0.967014, 
            0.967177, 
            0.967384, 
            0.967538, 
            0.967841, 
            0.967929, 
            0.968206, 
            0.968107, 
            0.964687, 
            0.965387, 
            0.966359, 
            0.966423, 
            0.966807, 
            0.967191, 
            0.967483, 
            0.967761, 
            0.967832, 
            0.968171, 
            0.968366, 
            0.968529, 
            0.968544, 
            0.968826, 
            0.969124, 
            0.96927, 
            0.969426, 
            0.969443, 
            0.969559, 
            0.969664, 
            0.969887, 
            0.970147, 
            0.970323, 
            0.970478, 
            0.970705, 
            0.970589, 
            0.970522, 
            0.970634, 
            0.970691, 
            0.970949, 
            0.97115, 
            0.971194, 
            0.971336, 
            0.971134, 
            0.971165, 
            0.971257, 
            0.97135, 
            0.971342, 
            0.971264, 
            0.971126, 
            0.971127, 
            0.971232, 
            0.971341, 
            0.971345, 
            0.971343, 
            0.971485, 
            0.971659, 
            0.971549, 
            0.971647, 
            0.971644, 
            0.971561, 
            0.971586, 
            0.971662, 
            0.971655, 
            0.971674, 
            0.97165, 
            0.971658, 
            0.971667, 
            0.971653, 
            0.971711, 
            0.971775, 
            0.971802, 
            0.971918, 
            0.97191, 
            0.971977, 
            0.972007, 
            0.971998, 
            0.971897, 
            0.971798, 
            0.971748, 
            0.971914, 
            0.971917, 
            0.971951, 
            0.972086, 
            0.972097, 
            0.972159, 
            0.972164, 
            0.972122, 
            0.972186, 
            0.972184, 
            0.972188, 
            0.972132, 
            0.972048, 
            0.972053, 
            0.971957, 
            0.972008, 
            0.972031, 
            0.97204, 
            0.972039, 
            0.972097, 
            0.972088, 
            0.972123, 
            0.97215, 
            0.972214, 
            0.97227, 
            0.972286, 
            0.972218
        ]
    }, 
    "train": {
        "auc": [
            0.964436, 
            0.949179, 
            0.941948, 
            0.941185, 
            0.938418, 
            0.93467, 
            0.941965, 
            0.947373, 
            0.953406, 
            0.95549, 
            0.958881, 
            0.961131, 
            0.962146, 
            0.961313, 
            0.962535, 
            0.964332, 
            0.965786, 
            0.966395, 
            0.967444, 
            0.969352, 
            0.970479, 
            0.971277, 
            0.971049, 
            0.968014, 
            0.969164, 
            0.970156, 
            0.971527, 
            0.971772, 
            0.972702, 
            0.973561, 
            0.973933, 
            0.974129, 
            0.974728, 
            0.975403, 
            0.975836, 
            0.976187, 
            0.976589, 
            0.977171, 
            0.977631, 
            0.978286, 
            0.978807, 
            0.979393, 
            0.979806, 
            0.980099, 
            0.980246, 
            0.980685, 
            0.980832, 
            0.981213, 
            0.981772, 
            0.982045, 
            0.982413, 
            0.982625, 
            0.98288, 
            0.983274, 
            0.983546, 
            0.983948, 
            0.984097, 
            0.981216, 
            0.982009, 
            0.983104, 
            0.983351, 
            0.983763, 
            0.984337, 
            0.984636, 
            0.984935, 
            0.985095, 
            0.985506, 
            0.985778, 
            0.985978, 
            0.986249, 
            0.986552, 
            0.986865, 
            0.987013, 
            0.987211, 
            0.987367, 
            0.987484, 
            0.98761, 
            0.987836, 
            0.988099, 
            0.988319, 
            0.988517, 
            0.988754, 
            0.988863, 
            0.9889, 
            0.98906, 
            0.98918, 
            0.989376, 
            0.98958, 
            0.989766, 
            0.989924, 
            0.989962, 
            0.990133, 
            0.990297, 
            0.990448, 
            0.990512, 
            0.990615, 
            0.990707, 
            0.990786, 
            0.990884, 
            0.991003, 
            0.991065, 
            0.991149, 
            0.991276, 
            0.9914, 
            0.991479, 
            0.991579, 
            0.991677, 
            0.991753, 
            0.991838, 
            0.991952, 
            0.992045, 
            0.992118, 
            0.992178, 
            0.992252, 
            0.992338, 
            0.992427, 
            0.992485, 
