************************************************************************************************************************************************

2020-08-16 23:39:53
Starting photon ID training BDT

inFilePath	=	/hdfs/cms/user/wadud/anTGC/BDTdata/mergedSamplesShuffled.root
saveDir		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1Alpha0/
inTreeName	=	fullEB_Tree
chunksize	=	2000000
logFile		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1Alpha0//trainWithTune_2020_08_16_23_39_53.log

BDT input features (17) :
['phoE1x3OESCrFull5x5', 'phoE2ndOE3x3Full5x5', 'phoE2ndOESCrFull5x5', 'phoE2ndOEmaxFull5x5', 'phoE2x5OESCrFull5x5', 'phoE5x5OESCrFull5x5', 'phoEmaxOE3x3Full5x5', 'phoEmaxOESCrFull5x5', 'phoEtaWOPhiWFull5x5', 'phoEtaWidth', 'phoPhiWidth', 'phoR9Full5x5', 'phoS4Full5x5', 'phoSieieOSipipFull5x5', 'phoSigmaIEtaIEta', 'phoSigmaIEtaIPhi', 'phoSigmaIPhiIPhi']



Training with params:
{'eval_metric': 'auc', 'sampling_method': 'uniform', 'alpha': 0.0, 'tree_method': 'exact', 'booster': 'gbtree', 'colsample_bytree': 0.5, 'verbosity': 1, 'nthread': -1, 'min_child_weight': 1.8, 'predictor': 'cpu_predictor', 'subsample': 0.5, 'eta': 0.1, 'objective': 'binary:logistic', 'max_depth': 22, 'gamma': 0.05}




Total data:
Total Events	=	2000000 (B/S= 1672280 / 327720 = 5.10)
BackgroundSumW/SignalSumW 	=	118920104.000000 / 962626.812500	=	123.537079
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	118959856.000000 / 962626.812500	=	123.578377

Training data:
Total Events	=	819550 (B/S= 684955 / 134595 = 5.09)
BackgroundSumW/SignalSumW 	=	48728768.000000 / 396644.968750	=	122.852356
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48750264.000000 / 396644.968750	=	122.906548

Validation data:
Total Events	=	579872 (B/S= 485148 / 94724 = 5.12)
BackgroundSumW/SignalSumW 	=	34831516.000000 / 277818.906250	=	125.374893
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34816180.000000 / 277818.906250	=	125.319695

Test data:
Total Events	=	600578 (B/S= 502177 / 98401 = 5.10)
BackgroundSumW/SignalSumW 	=	35359820.000000 / 288163.031250	=	122.707687
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35393416.000000 / 288163.031250	=	122.824280


[0]	train-auc:0.996068	test-auc:0.993431	validation-auc:0.993315
[121]	train-auc:0.998391	test-auc:0.988464	validation-auc:0.988748


Validation progress:

{
    "test": {
        "auc": [
            0.965968, 
            0.96353, 
            0.963809, 
            0.965723, 
            0.975054, 
            0.974869, 
            0.975208, 
            0.975771, 
            0.976529, 
            0.977375, 
            0.978337, 
            0.979969, 
            0.980387, 
            0.980914, 
            0.98119, 
            0.981361, 
            0.982266, 
            0.982953, 
            0.983208, 
            0.983454, 
            0.983874, 
            0.984407, 
            0.984357, 
            0.984927, 
            0.985084, 
            0.984984, 
            0.985156, 
            0.985261, 
            0.985918, 
            0.986136, 
            0.986233, 
            0.986361, 
            0.986556, 
            0.986723, 
            0.986832, 
            0.986957, 
            0.987008, 
            0.987158, 
            0.987373, 
            0.987365, 
            0.987501, 
            0.987561, 
            0.987634, 
            0.987545, 
            0.98773, 
            0.987739, 
            0.987809, 
            0.9878, 
            0.987833, 
            0.987836, 
            0.987872, 
            0.987883, 
            0.987979, 
            0.987948, 
            0.988044, 
            0.988091, 
            0.988154, 
            0.98809, 
            0.988071, 
            0.988046, 
            0.988097, 
            0.988066, 
            0.988072, 
            0.988045, 
            0.988007, 
            0.987985, 
            0.987965, 
            0.988029, 
            0.987968, 
            0.988015, 
            0.987971, 
            0.988057, 
            0.988063, 
            0.988072, 
            0.988087, 
            0.988021, 
            0.98805, 
            0.988098, 
            0.988048, 
            0.988098, 
            0.988101, 
            0.988147, 
            0.988166, 
            0.988156, 
            0.988203, 
            0.98824, 
            0.988235, 
            0.988265, 
            0.988294, 
            0.988252, 
            0.988294, 
            0.988322, 
            0.988312, 
            0.988337, 
            0.988332, 
            0.988295, 
            0.98828, 
            0.98828, 
            0.98831, 
            0.988293, 
            0.988293, 
            0.988301, 
            0.988311, 
            0.988292, 
            0.988306, 
            0.988325, 
            0.988335, 
            0.98832, 
            0.988258, 
            0.98836, 
            0.988372, 
            0.988347, 
            0.988403, 
            0.988426, 
            0.988437, 
            0.988468, 
            0.988462, 
            0.988482, 
            0.988492, 
            0.988475, 
            0.988459, 
            0.988464, 
            0.988443, 
            0.988444, 
            0.988414, 
            0.98832, 
            0.988284, 
            0.988304, 
            0.988256, 
            0.988293, 
            0.988304
        ]
    }, 
    "train": {
        "auc": [
            0.965304, 
            0.964332, 
            0.965188, 
            0.967524, 
            0.977487, 
            0.977794, 
            0.978311, 
            0.979273, 
            0.980604, 
            0.981777, 
            0.98307, 
            0.984676, 
            0.985381, 
            0.986245, 
            0.986597, 
            0.987045, 
            0.988156, 
            0.98887, 
            0.989138, 
            0.989456, 
            0.990067, 
            0.990649, 
            0.990811, 
            0.991352, 
            0.991594, 
            0.991658, 
            0.991914, 
            0.992067, 
            0.99254, 
            0.992872, 
            0.993214, 
            0.993326, 
            0.993453, 
            0.993624, 
            0.993768, 
            0.994014, 
            0.994148, 
            0.994409, 
            0.99464, 
            0.994715, 
            0.994876, 
            0.994973, 
            0.995074, 
            0.995128, 
            0.995259, 
            0.995298, 
            0.995423, 
            0.995466, 
            0.995587, 
            0.995629, 
            0.995698, 
            0.995761, 
            0.995861, 
            0.995908, 
            0.996016, 
            0.99609, 
            0.996182, 
            0.996255, 
            0.996287, 
            0.996343, 
            0.996382, 
            0.996436, 
            0.996461, 
            0.996488, 
            0.996535, 
            0.996597, 
            0.99667, 
            0.996739, 
            0.99677, 
            0.996809, 
            0.996892, 
            0.996995, 
            0.997052, 
            0.997099, 
            0.997118, 
            0.997147, 
            0.997177, 
            0.997243, 
            0.997285, 
            0.997325, 
            0.997373, 
            0.997435, 
            0.997474, 
            0.997527, 
            0.997579, 
            0.997622, 
            0.997643, 
            0.997677, 
            0.997715, 
            0.997727, 
            0.997778, 
            0.9978, 
            0.997833, 
            0.997874, 
            0.9979, 
            0.99792, 
            0.997925, 
            0.997954, 
            0.997989, 
            0.998022, 
            0.99805, 
            0.998052, 
            0.998071, 
            0.998095, 
            0.998114, 
            0.998148, 
            0.998159, 
            0.998169, 
            0.998179, 
            0.998212, 
            0.99823, 
            0.99824, 
            0.998261, 
            0.998267, 
            0.998287, 
            0.998307, 
            0.998322, 
            0.99834, 
            0.998351, 
            0.998369, 
            0.998378, 
            0.998391, 
            0.998404, 
            0.998414, 
            0.998425, 
            0.998421, 
            0.998431, 
            0.998444, 
            0.998455, 
            0.998471, 
            0.998485
        ]
    }, 
    "validation": {
        "auc": [
            0.964149, 
            0.962247, 
            0.962492, 
            0.964494, 
            0.973295, 
            0.973276, 
            0.973494, 
            0.974196, 
            0.975066, 
            0.976283, 
            0.977329, 
            0.978687, 
            0.979215, 
            0.980037, 
            0.980101, 
            0.980406, 
            0.981371, 
            0.982067, 
            0.982278, 
            0.982495, 
            0.982948, 
            0.983413, 
            0.983447, 
            0.98397, 
            0.984152, 
            0.984104, 
            0.984261, 
            0.984429, 
            0.985024, 
            0.985339, 
            0.985638, 
            0.985744, 
            0.985906, 
            0.985931, 
            0.986064, 
            0.986227, 
            0.986319, 
            0.986366, 
            0.986658, 
            0.986718, 
            0.986811, 
            0.986855, 
            0.986945, 
            0.986866, 
            0.987008, 
            0.987038, 
            0.987153, 
            0.98711, 
            0.987104, 
            0.987069, 
            0.987197, 
            0.98718, 
            0.987339, 
            0.987347, 
            0.987444, 
            0.987535, 
            0.987645, 
            0.987685, 
            0.987671, 
            0.987671, 
            0.987756, 
            0.987687, 
            0.987743, 
            0.987667, 
            0.987629, 
            0.987621, 
            0.987694, 
            0.987767, 
            0.987789, 
            0.987851, 
            0.987856, 
            0.987979, 
            0.988008, 
            0.988003, 
            0.988025, 
            0.987993, 
            0.987987, 
            0.988078, 
            0.987996, 
            0.988051, 
            0.988026, 
            0.988043, 
            0.988046, 
            0.988047, 
            0.9881, 
            0.988176, 
            0.988138, 
            0.988168, 
            0.988279, 
            0.988258, 
            0.988311, 
            0.988335, 
            0.988333, 
            0.988413, 
            0.988404, 
            0.988391, 
            0.98841, 
            0.988414, 
            0.988437, 
            0.988469, 
            0.988485, 
            0.988482, 
            0.988488, 
            0.988505, 
            0.988515, 
            0.988548, 
            0.988536, 
            0.988533, 
            0.988467, 
            0.988517, 
            0.988543, 
            0.988513, 
            0.988539, 
            0.988549, 
            0.988594, 
            0.988632, 
            0.98864, 
            0.988676, 
            0.988687, 
            0.988709, 
            0.988719, 
            0.988748, 
            0.988697, 
            0.988708, 
            0.988673, 
            0.988629, 
            0.988592, 
            0.988611, 
            0.98857, 
            0.988593, 
            0.988599
        ]
    }
}



[0]	train-auc:0.987273	test-auc:0.987749
[1]	train-auc:0.98462	test-auc:0.984252
[2]	train-auc:0.98329	test-auc:0.981785
[3]	train-auc:0.982536	test-auc:0.980694
[4]	train-auc:0.983356	test-auc:0.98097
[5]	train-auc:0.983766	test-auc:0.980955
[6]	train-auc:0.979019	test-auc:0.976335
[7]	train-auc:0.979967	test-auc:0.976845
[8]	train-auc:0.980753	test-auc:0.977356
[9]	train-auc:0.982076	test-auc:0.978373
[10]	train-auc:0.982669	test-auc:0.978482
[11]	train-auc:0.983421	test-auc:0.979023
[12]	train-auc:0.984191	test-auc:0.979373
[13]	train-auc:0.984838	test-auc:0.979993
[14]	train-auc:0.985904	test-auc:0.980919
[15]	train-auc:0.986472	test-auc:0.981578
[16]	train-auc:0.986895	test-auc:0.981834
[17]	train-auc:0.987379	test-auc:0.981931
[18]	train-auc:0.987935	test-auc:0.982323
[19]	train-auc:0.988533	test-auc:0.982929
[20]	train-auc:0.98882	test-auc:0.983177
[21]	train-auc:0.989152	test-auc:0.983452
[22]	train-auc:0.989526	test-auc:0.98369
[23]	train-auc:0.989808	test-auc:0.983871
[24]	train-auc:0.989991	test-auc:0.983946
[25]	train-auc:0.990277	test-auc:0.984015
[26]	train-auc:0.99061	test-auc:0.984356
[27]	train-auc:0.990973	test-auc:0.984617
[28]	train-auc:0.991468	test-auc:0.98507
[29]	train-auc:0.991675	test-auc:0.985177
[30]	train-auc:0.990829	test-auc:0.984469
[31]	train-auc:0.989665	test-auc:0.982891
[32]	train-auc:0.989977	test-auc:0.983212
[33]	train-auc:0.990185	test-auc:0.983324
[34]	train-auc:0.990564	test-auc:0.983588
[35]	train-auc:0.990777	test-auc:0.983776
[36]	train-auc:0.990995	test-auc:0.984002
[37]	train-auc:0.991173	test-auc:0.984199
[38]	train-auc:0.991432	test-auc:0.984471
[39]	train-auc:0.991557	test-auc:0.984535
[40]	train-auc:0.991969	test-auc:0.984991
[41]	train-auc:0.992078	test-auc:0.985059
[42]	train-auc:0.992278	test-auc:0.985213
[43]	train-auc:0.992518	test-auc:0.985429
[44]	train-auc:0.992717	test-auc:0.985473
[45]	train-auc:0.992889	test-auc:0.985612
[46]	train-auc:0.993045	test-auc:0.985873
[47]	train-auc:0.993152	test-auc:0.985975
[48]	train-auc:0.993362	test-auc:0.986186
[49]	train-auc:0.993458	test-auc:0.986248
[50]	train-auc:0.993539	test-auc:0.986318
[51]	train-auc:0.993764	test-auc:0.986473
[52]	train-auc:0.993894	test-auc:0.986587
[53]	train-auc:0.994049	test-auc:0.986678
[54]	train-auc:0.994177	test-auc:0.986816
[55]	train-auc:0.994281	test-auc:0.986783
[56]	train-auc:0.994522	test-auc:0.986948
[57]	train-auc:0.994675	test-auc:0.987046
[58]	train-auc:0.994855	test-auc:0.987141
[59]	train-auc:0.994922	test-auc:0.987134
[60]	train-auc:0.995099	test-auc:0.987255
[61]	train-auc:0.995132	test-auc:0.987259
[62]	train-auc:0.995162	test-auc:0.987315
[63]	train-auc:0.995271	test-auc:0.987391
[64]	train-auc:0.995423	test-auc:0.987477
[65]	train-auc:0.995535	test-auc:0.987534
[66]	train-auc:0.99567	test-auc:0.98763
[67]	train-auc:0.995744	test-auc:0.98765
[68]	train-auc:0.995799	test-auc:0.987689
[69]	train-auc:0.995866	test-auc:0.987711
[70]	train-auc:0.995943	test-auc:0.987739
[71]	train-auc:0.996003	test-auc:0.987762
[72]	train-auc:0.996067	test-auc:0.987792
[73]	train-auc:0.996126	test-auc:0.987813
[74]	train-auc:0.996198	test-auc:0.987829
[75]	train-auc:0.99624	test-auc:0.987806
[76]	train-auc:0.996308	test-auc:0.987818
[77]	train-auc:0.996385	test-auc:0.987821
[78]	train-auc:0.996422	test-auc:0.987822
[79]	train-auc:0.996479	test-auc:0.987878
[80]	train-auc:0.996539	test-auc:0.987888
[81]	train-auc:0.996582	test-auc:0.987895
[82]	train-auc:0.996631	test-auc:0.987916
[83]	train-auc:0.996669	test-auc:0.987909
[84]	train-auc:0.996733	test-auc:0.987906
[85]	train-auc:0.996797	test-auc:0.987859
[86]	train-auc:0.996829	test-auc:0.987867
[87]	train-auc:0.996856	test-auc:0.987849
[88]	train-auc:0.996908	test-auc:0.987865
[89]	train-auc:0.996933	test-auc:0.987885
[90]	train-auc:0.996992	test-auc:0.987928
[91]	train-auc:0.997037	test-auc:0.987974
[92]	train-auc:0.997059	test-auc:0.987938
[93]	train-auc:0.997088	test-auc:0.987931
[94]	train-auc:0.997145	test-auc:0.988051
[95]	train-auc:0.997181	test-auc:0.988039
[96]	train-auc:0.997214	test-auc:0.988007
[97]	train-auc:0.997245	test-auc:0.988007
[98]	train-auc:0.997277	test-auc:0.988022
[99]	train-auc:0.997302	test-auc:0.988044
[100]	train-auc:0.997346	test-auc:0.988031
[101]	train-auc:0.997388	test-auc:0.988065
[102]	train-auc:0.997416	test-auc:0.988059
[103]	train-auc:0.997437	test-auc:0.988068
[104]	train-auc:0.997482	test-auc:0.988135
[105]	train-auc:0.997519	test-auc:0.988144
[106]	train-auc:0.997542	test-auc:0.988159
[107]	train-auc:0.997551	test-auc:0.988115
[108]	train-auc:0.997575	test-auc:0.988097
[109]	train-auc:0.9976	test-auc:0.988144
[110]	train-auc:0.997636	test-auc:0.988219
[111]	train-auc:0.997671	test-auc:0.98825
[112]	train-auc:0.997704	test-auc:0.988286
[113]	train-auc:0.997725	test-auc:0.988282
[114]	train-auc:0.997745	test-auc:0.988267
[115]	train-auc:0.997776	test-auc:0.988275
[116]	train-auc:0.99779	test-auc:0.98827
[117]	train-auc:0.997806	test-auc:0.988256
[118]	train-auc:0.997823	test-auc:0.988251
[119]	train-auc:0.99784	test-auc:0.988263
[120]	train-auc:0.997862	test-auc:0.988275
[121]	train-auc:0.997881	test-auc:0.988292

Post-validation progress:

{
    "test": {
        "auc": [
            0.987749, 
            0.984252, 
            0.981785, 
            0.980694, 
            0.98097, 
            0.980955, 
            0.976335, 
            0.976845, 
            0.977356, 
            0.978373, 
            0.978482, 
            0.979023, 
            0.979373, 
            0.979993, 
            0.980919, 
            0.981578, 
            0.981834, 
            0.981931, 
            0.982323, 
            0.982929, 
            0.983177, 
            0.983452, 
            0.98369, 
            0.983871, 
            0.983946, 
            0.984015, 
            0.984356, 
            0.984617, 
            0.98507, 
            0.985177, 
            0.984469, 
            0.982891, 
            0.983212, 
            0.983324, 
            0.983588, 
            0.983776, 
            0.984002, 
            0.984199, 
            0.984471, 
            0.984535, 
            0.984991, 
            0.985059, 
            0.985213, 
            0.985429, 
            0.985473, 
            0.985612, 
            0.985873, 
            0.985975, 
            0.986186, 
            0.986248, 
            0.986318, 
            0.986473, 
            0.986587, 
            0.986678, 
            0.986816, 
            0.986783, 
            0.986948, 
            0.987046, 
            0.987141, 
            0.987134, 
            0.987255, 
            0.987259, 
            0.987315, 
            0.987391, 
            0.987477, 
            0.987534, 
            0.98763, 
            0.98765, 
            0.987689, 
            0.987711, 
            0.987739, 
            0.987762, 
            0.987792, 
            0.987813, 
            0.987829, 
            0.987806, 
            0.987818, 
            0.987821, 
            0.987822, 
            0.987878, 
            0.987888, 
            0.987895, 
            0.987916, 
            0.987909, 
            0.987906, 
            0.987859, 
            0.987867, 
            0.987849, 
            0.987865, 
            0.987885, 
            0.987928, 
            0.987974, 
            0.987938, 
            0.987931, 
            0.988051, 
            0.988039, 
            0.988007, 
            0.988007, 
            0.988022, 
            0.988044, 
            0.988031, 
            0.988065, 
            0.988059, 
            0.988068, 
            0.988135, 
            0.988144, 
            0.988159, 
            0.988115, 
            0.988097, 
            0.988144, 
            0.988219, 
            0.98825, 
            0.988286, 
            0.988282, 
            0.988267, 
            0.988275, 
            0.98827, 
            0.988256, 
            0.988251, 
            0.988263, 
            0.988275, 
            0.988292
        ]
    }, 
    "train": {
        "auc": [
            0.987273, 
            0.98462, 
            0.98329, 
            0.982536, 
            0.983356, 
            0.983766, 
            0.979019, 
            0.979967, 
            0.980753, 
            0.982076, 
            0.982669, 
            0.983421, 
            0.984191, 
            0.984838, 
            0.985904, 
            0.986472, 
            0.986895, 
            0.987379, 
            0.987935, 
            0.988533, 
            0.98882, 
            0.989152, 
            0.989526, 
            0.989808, 
            0.989991, 
            0.990277, 
            0.99061, 
            0.990973, 
            0.991468, 
            0.991675, 
            0.990829, 
            0.989665, 
            0.989977, 
            0.990185, 
            0.990564, 
            0.990777, 
            0.990995, 
            0.991173, 
            0.991432, 
            0.991557, 
            0.991969, 
            0.992078, 
            0.992278, 
            0.992518, 
            0.992717, 
            0.992889, 
            0.993045, 
            0.993152, 
            0.993362, 
            0.993458, 
            0.993539, 
            0.993764, 
            0.993894, 
            0.994049, 
            0.994177, 
            0.994281, 
            0.994522, 
            0.994675, 
            0.994855, 
            0.994922, 
            0.995099, 
            0.995132, 
            0.995162, 
            0.995271, 
            0.995423, 
            0.995535, 
            0.99567, 
            0.995744, 
            0.995799, 
            0.995866, 
            0.995943, 
            0.996003, 
            0.996067, 
            0.996126, 
            0.996198, 
            0.99624, 
            0.996308, 
            0.996385, 
            0.996422, 
            0.996479, 
            0.996539, 
            0.996582, 
            0.996631, 
            0.996669, 
            0.996733, 
            0.996797, 
            0.996829, 
            0.996856, 
            0.996908, 
            0.996933, 
            0.996992, 
            0.997037, 
            0.997059, 
            0.997088, 
            0.997145, 
            0.997181, 
            0.997214, 
            0.997245, 
            0.997277, 
            0.997302, 
            0.997346, 
            0.997388, 
            0.997416, 
            0.997437, 
            0.997482, 
            0.997519, 
            0.997542, 
            0.997551, 
            0.997575, 
            0.9976, 
            0.997636, 
            0.997671, 
            0.997704, 
            0.997725, 
            0.997745, 
            0.997776, 
            0.99779, 
            0.997806, 
            0.997823, 
            0.99784, 
            0.997862, 
            0.997881
        ]
    }
}



Chunk 8 processed!


Total data:
Total Events	=	2000000 (B/S= 1671308 / 328692 = 5.08)
BackgroundSumW/SignalSumW 	=	119696072.000000 / 957383.625000	=	125.024147
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119694608.000000 / 957383.625000	=	125.022621

Training data:
Total Events	=	819603 (B/S= 684740 / 134863 = 5.08)
BackgroundSumW/SignalSumW 	=	48531416.000000 / 390928.781250	=	124.143883
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48559712.000000 / 390928.781250	=	124.216263

Validation data:
Total Events	=	580741 (B/S= 485485 / 95256 = 5.10)
BackgroundSumW/SignalSumW 	=	35497644.000000 / 278637.500000	=	127.397224
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35469696.000000 / 278637.500000	=	127.296921

Test data:
Total Events	=	599656 (B/S= 501083 / 98573 = 5.08)
BackgroundSumW/SignalSumW 	=	35666996.000000 / 287817.343750	=	123.922333
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35665172.000000 / 287817.343750	=	123.915993


[0]	train-auc:0.948756	test-auc:0.946325	validation-auc:0.948227
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.939181	test-auc:0.936096	validation-auc:0.936076
[2]	train-auc:0.941076	test-auc:0.937258	validation-auc:0.936975
[3]	train-auc:0.947432	test-auc:0.943509	validation-auc:0.943183
[4]	train-auc:0.951682	test-auc:0.94744	validation-auc:0.94765
[5]	train-auc:0.956648	test-auc:0.952112	validation-auc:0.950928
[6]	train-auc:0.959018	test-auc:0.954196	validation-auc:0.952669
[7]	train-auc:0.962782	test-auc:0.957819	validation-auc:0.95599
[8]	train-auc:0.964471	test-auc:0.959511	validation-auc:0.95731
[9]	train-auc:0.967659	test-auc:0.961851	validation-auc:0.959412
[10]	train-auc:0.970431	test-auc:0.963982	validation-auc:0.962402
[11]	train-auc:0.970211	test-auc:0.963418	validation-auc:0.9625
[12]	train-auc:0.970992	test-auc:0.964071	validation-auc:0.963077
[13]	train-auc:0.972306	test-auc:0.965496	validation-auc:0.96396
[14]	train-auc:0.973598	test-auc:0.966536	validation-auc:0.964897
[15]	train-auc:0.974698	test-auc:0.96689	validation-auc:0.965166
[16]	train-auc:0.976278	test-auc:0.968068	validation-auc:0.966341
[17]	train-auc:0.97726	test-auc:0.969072	validation-auc:0.967184
[18]	train-auc:0.977201	test-auc:0.968592	validation-auc:0.966409
[19]	train-auc:0.978026	test-auc:0.969004	validation-auc:0.967075
[20]	train-auc:0.978636	test-auc:0.969466	validation-auc:0.967568
[21]	train-auc:0.978816	test-auc:0.969104	validation-auc:0.967177
[22]	train-auc:0.979137	test-auc:0.969241	validation-auc:0.967434
[23]	train-auc:0.980116	test-auc:0.969865	validation-auc:0.968056
[24]	train-auc:0.980635	test-auc:0.97053	validation-auc:0.968254
[25]	train-auc:0.981203	test-auc:0.970907	validation-auc:0.968469
[26]	train-auc:0.981806	test-auc:0.971279	validation-auc:0.969019
[27]	train-auc:0.982209	test-auc:0.971727	validation-auc:0.969416
[28]	train-auc:0.982617	test-auc:0.971973	validation-auc:0.969659
[29]	train-auc:0.983214	test-auc:0.97244	validation-auc:0.97
[30]	train-auc:0.983435	test-auc:0.972481	validation-auc:0.970052
[31]	train-auc:0.983927	test-auc:0.972888	validation-auc:0.970578
[32]	train-auc:0.984385	test-auc:0.972952	validation-auc:0.970894
[33]	train-auc:0.984622	test-auc:0.973087	validation-auc:0.971132
[34]	train-auc:0.984925	test-auc:0.973364	validation-auc:0.971481
[35]	train-auc:0.985248	test-auc:0.973749	validation-auc:0.971675
[36]	train-auc:0.985545	test-auc:0.97402	validation-auc:0.971834
[37]	train-auc:0.985801	test-auc:0.974114	validation-auc:0.972101
[38]	train-auc:0.986232	test-auc:0.974766	validation-auc:0.972544
[39]	train-auc:0.986688	test-auc:0.975028	validation-auc:0.972884
[40]	train-auc:0.986945	test-auc:0.975211	validation-auc:0.972959
[41]	train-auc:0.987275	test-auc:0.975474	validation-auc:0.973174
[42]	train-auc:0.987573	test-auc:0.975657	validation-auc:0.973348
[43]	train-auc:0.987946	test-auc:0.975794	validation-auc:0.973393
[44]	train-auc:0.988228	test-auc:0.976001	validation-auc:0.973812
[45]	train-auc:0.988526	test-auc:0.976172	validation-auc:0.973977
[46]	train-auc:0.988816	test-auc:0.976165	validation-auc:0.974116
[47]	train-auc:0.988925	test-auc:0.976363	validation-auc:0.974187
[48]	train-auc:0.989104	test-auc:0.976301	validation-auc:0.974156
[49]	train-auc:0.989389	test-auc:0.976387	validation-auc:0.974345
[50]	train-auc:0.989653	test-auc:0.976689	validation-auc:0.97453
[51]	train-auc:0.989802	test-auc:0.976779	validation-auc:0.97458
[52]	train-auc:0.989918	test-auc:0.976927	validation-auc:0.974643
[53]	train-auc:0.99009	test-auc:0.977008	validation-auc:0.974719
[54]	train-auc:0.990246	test-auc:0.977001	validation-auc:0.974761
[55]	train-auc:0.990441	test-auc:0.97723	validation-auc:0.974843
[56]	train-auc:0.990514	test-auc:0.977346	validation-auc:0.974782
[57]	train-auc:0.99067	test-auc:0.977449	validation-auc:0.974938
[58]	train-auc:0.990808	test-auc:0.977452	validation-auc:0.974854
[59]	train-auc:0.990856	test-auc:0.977558	validation-auc:0.974929
[60]	train-auc:0.991143	test-auc:0.977786	validation-auc:0.975225
[61]	train-auc:0.991244	test-auc:0.977908	validation-auc:0.975287
[62]	train-auc:0.991349	test-auc:0.977924	validation-auc:0.9754
[63]	train-auc:0.991393	test-auc:0.977917	validation-auc:0.975436
[64]	train-auc:0.991423	test-auc:0.977871	validation-auc:0.975332
[65]	train-auc:0.991583	test-auc:0.977945	validation-auc:0.975461
[66]	train-auc:0.991698	test-auc:0.977969	validation-auc:0.975579
[67]	train-auc:0.991826	test-auc:0.978088	validation-auc:0.97563
[68]	train-auc:0.991936	test-auc:0.978223	validation-auc:0.975733
[69]	train-auc:0.992032	test-auc:0.978296	validation-auc:0.975847
[70]	train-auc:0.992152	test-auc:0.978347	validation-auc:0.976009
[71]	train-auc:0.992236	test-auc:0.978337	validation-auc:0.976007
[72]	train-auc:0.99234	test-auc:0.978342	validation-auc:0.976118
[73]	train-auc:0.992429	test-auc:0.978422	validation-auc:0.976242
[74]	train-auc:0.992517	test-auc:0.97843	validation-auc:0.976342
[75]	train-auc:0.992615	test-auc:0.978618	validation-auc:0.976476
[76]	train-auc:0.992724	test-auc:0.978598	validation-auc:0.976579
[77]	train-auc:0.992706	test-auc:0.978516	validation-auc:0.976538
[78]	train-auc:0.992796	test-auc:0.978531	validation-auc:0.976615
[79]	train-auc:0.992889	test-auc:0.978591	validation-auc:0.976613
[80]	train-auc:0.992973	test-auc:0.978608	validation-auc:0.976724
[81]	train-auc:0.993055	test-auc:0.978643	validation-auc:0.976744
[82]	train-auc:0.993143	test-auc:0.978704	validation-auc:0.976843
[83]	train-auc:0.993226	test-auc:0.978693	validation-auc:0.976874
[84]	train-auc:0.993376	test-auc:0.978831	validation-auc:0.977139
[85]	train-auc:0.99349	test-auc:0.978906	validation-auc:0.977278
[86]	train-auc:0.993559	test-auc:0.97885	validation-auc:0.977306
[87]	train-auc:0.991639	test-auc:0.977403	validation-auc:0.975656
[88]	train-auc:0.991952	test-auc:0.97766	validation-auc:0.97585
[89]	train-auc:0.992076	test-auc:0.977717	validation-auc:0.975852
[90]	train-auc:0.992307	test-auc:0.977988	validation-auc:0.976087
[91]	train-auc:0.992429	test-auc:0.978026	validation-auc:0.976084
[92]	train-auc:0.99288	test-auc:0.978384	validation-auc:0.976314
[93]	train-auc:0.993004	test-auc:0.978308	validation-auc:0.976369
[94]	train-auc:0.993125	test-auc:0.978388	validation-auc:0.976497
[95]	train-auc:0.993192	test-auc:0.978476	validation-auc:0.976556
[96]	train-auc:0.993673	test-auc:0.978804	validation-auc:0.976866
Stopping. Best iteration:
[86]	train-auc:0.993559	test-auc:0.97885	validation-auc:0.977306


Validation progress:

{
    "test": {
        "auc": [
            0.946325, 
            0.936096, 
            0.937258, 
            0.943509, 
            0.94744, 
            0.952112, 
            0.954196, 
            0.957819, 
            0.959511, 
            0.961851, 
            0.963982, 
            0.963418, 
            0.964071, 
            0.965496, 
            0.966536, 
            0.96689, 
            0.968068, 
            0.969072, 
            0.968592, 
            0.969004, 
            0.969466, 
            0.969104, 
            0.969241, 
            0.969865, 
            0.97053, 
            0.970907, 
            0.971279, 
            0.971727, 
            0.971973, 
            0.97244, 
            0.972481, 
            0.972888, 
            0.972952, 
            0.973087, 
            0.973364, 
            0.973749, 
            0.97402, 
            0.974114, 
            0.974766, 
            0.975028, 
            0.975211, 
            0.975474, 
            0.975657, 
            0.975794, 
            0.976001, 
            0.976172, 
            0.976165, 
            0.976363, 
            0.976301, 
            0.976387, 
            0.976689, 
            0.976779, 
            0.976927, 
            0.977008, 
            0.977001, 
            0.97723, 
            0.977346, 
